Code,CompanyName,Sector
8316,三井住友フィナンシャルグループ,都銀
8309,三井住友トラストグループ,都銀
8308,りそなホールディングス,都銀
8306,三菱ＵＦＪフィナンシャル・グループ,都銀
8304,あおぞら銀行,都銀
8283,ＰＡＬＴＡＣ,化粧
8282,ケーズホールディングス,家電量販店
8281,ゼビオホールディングス,スポーツ・下着
8279,ヤオコー,食品スーパー
8278,フジ,食品スーパー
8276,平和堂,食品スーパー
8273,イズミ,食品スーパー
8267,イオン,総合スーパー
8253,クレディセゾン,リース
8252,丸井グループ,百貨店
8242,エイチ・ツー・オー リテイリング,百貨店
8237,松屋,百貨店
8233,高島屋,百貨店
8227,しまむら,その他量販店
8219,青山商事,アパレル
8218,コメリ,その他量販店
8214,ＡＯＫＩホールディングス,アパレル
8200,リンガーハット,外食
8194,ライフコーポレーション,食品スーパー
8179,ロイヤルホールディングス,外食
8174,日本瓦斯,ガス
8173,上新電機,その他量販店
8160,木曽路,外食
8154,加賀電子,半導体関連その他
8153,モスフードサービス,外食
8136,サンリオ,デジタル
8133,伊藤忠エネクス,物流・自動車販売
8130,サンゲツ,建築資材
8129,東邦ホールディングス,医薬品卸
8113,ユニ・チャーム,化粧
8111,ゴールドウイン,その他量販店
8098,稲畑産業,化学素材
8097,三愛オブリ,化学素材
8088,岩谷産業,商社
8086,ニプロ,衛生
8079,正栄食品工業,食品（その他）
8078,阪和興業,商社
8074,ユアサ商事,産機
8060,キヤノンマーケティングジャパン,システム開発
8058,三菱商事,商社
8057,内田洋行,事務機器
8056,ＢＩＰＲＯＧＹ,ITソリューション
8053,住友商事,商社
8051,山善,産機
8050,セイコーグループ,事務機器
8035,東京エレクトロン,半導体製造装置
8031,三井物産,商社
8022,美津濃,スポーツ・下着
8020,兼松,商社
8016,オンワードホールディングス,スポーツ・下着
8015,豊田通商,商社
8012,長瀬産業,化学素材
8008,ヨンドシーホールディングス,スポーツ・下着
8005,スクロール,カタログ通販
8002,丸紅,商社
8001,伊藤忠商事,商社
7995,バルカー,産機
7994,オカムラ,オフィス・文具
7990,グローブライド,スポーツ・下着
7988,ニフコ,自動車機能部品
7984,コクヨ,オフィス・文具
7981,タカラスタンダード,建築資材
7976,三菱鉛筆,オフィス・文具
7974,任天堂,デジタル
7972,イトーキ,オフィス・文具
7970,信越ポリマー,半導体関連その他
7966,リンテック,化学素材
7956,ピジョン,化粧
7951,ヤマハ,ヤマハ
7947,エフピコ,食品（農産加工）
7943,ニチハ,建築資材
7936,アシックス,スポーツ・下着
7915,ＮＩＳＳＨＡ,電子部品
7912,大日本印刷,広告・印刷
7911,ＴＯＰＰＡＮホールディングス,広告・印刷
7867,タカラトミー,デジタル
7864,フジシールインターナショナル,食品（農産加工）
7860,エイベックス,デジタル
7846,パイロットコーポレーション,オフィス・文具
7839,ＳＨＯＥＩ,ＳＨＯＥＩ
7832,バンダイナムコホールディングス,ゲームソフト
7821,前田工繊,建築資材
7817,パラマウントベッドホールディングス,衛生
7762,シチズン時計,事務機器
7752,リコー,事務機器
7751,キヤノン,事務機器
7747,朝日インテック,医療機器
7745,Ａ＆Ｄホロンホールディングス,計測機器
7744,ノーリツ鋼機,光学機器
7741,ＨＯＹＡ,計測・制御
7740,タムロン,光学機器
7739,キヤノン電子,光学機器
7735,ＳＣＲＥＥＮホールディングス,半導体製造装置
7734,理研計器,計測機器
7733,オリンパス,医療機器
7732,トプコン,計測・制御
7731,ニコン,事務機器
7730,マニー,衛生
7729,東京精密,半導体製造装置
7721,東京計器,計測機器
7718,スター精密,工作機械
7715,長野計器,計測機器
7701,島津製作所,計測・制御
7649,スギホールディングス,ドラッグストア
7630,壱番屋,外食
7616,コロワイド,外食
7613,シークス,産業素材
7611,ハイデイ日高,外食
7606,ユナイテッドアローズ,アパレル
7599,ＩＤＯＭ,物流・自動車販売
7581,サイゼリヤ,外食
7552,ハピネット,デジタル
7550,ゼンショーホールディングス,外食
7545,西松屋チェーン,その他量販店
7532,パン・パシフィック・インターナショナルホールディングス,総合スーパー
7518,ネットワンシステムズ,ITインフラ
7516,コーナン商事,その他量販店
7513,コジマ,家電量販店
7512,イオン北海道,総合スーパー
7476,アズワン,衛生
7459,メディパルホールディングス,医薬品卸
7456,松田産業,半導体関連その他
7453,良品計画,アパレル
7451,三菱食品,食品（農産加工）
7433,伯東,半導体関連その他
7421,カッパ・クリエイト,外食
7337,ひろぎんホールディングス,中規模地銀
7313,テイ・エス テック,自動車内外装部品
7309,シマノ,スポーツ・下着
7296,エフ・シー・シー,自動車駆動部品
7283,愛三工業,自動車駆動部品
7282,豊田合成,自動車内外装部品
7280,ミツバ,自動車機能部品
7278,エクセディ,自動車駆動部品
7276,小糸製作所,自動車電装部品
7272,ヤマハ発動機,完成車
7270,ＳＵＢＡＲＵ,完成車
7269,スズキ,完成車
7267,本田技研工業,完成車
7261,マツダ,完成車
7259,アイシン,自動車駆動部品
7250,太平洋工業,自動車内外装部品
7246,プレス工業,自動車内外装部品
7242,カヤバ,自動車機能部品
7241,フタバ産業,自動車内外装部品
7240,ＮＯＫ,自動車機能部品
7239,タチエス,自動車内外装部品
7226,極東開発工業,産機
7224,新明和工業,物流・自動車販売
7220,武蔵精密工業,自動車駆動部品
7211,三菱自動車工業,完成車
7205,日野自動車,完成車
7203,トヨタ自動車,完成車
7202,いすゞ自動車,完成車
7201,日産自動車,完成車
7186,コンコルディア・フィナンシャルグループ,大規模地銀
7180,九州フィナンシャルグループ,小規模地銀
7164,全国保証,住宅
7148,ＦＰＧ,リース
7105,三菱ロジスネクスト,工作機械
7013,ＩＨＩ,重工
7012,川崎重工業,重工
7011,三菱重工業,重工
7004,カナデビア,商社
7003,三井Ｅ＆Ｓ,建機
6999,ＫＯＡ,電子部品
6996,ニチコン,電子部品
6995,東海理化電機製作所,自動車電装部品
6988,日東電工,半導体製造・検査
6981,村田製作所,電子部品
6976,太陽誘電,電子部品
6971,京セラ,電子部品
6967,新光電気工業,半導体製造・検査
6966,三井ハイテック,産業ロボ・FA
6965,浜松ホトニクス,計測・制御
6963,ローム,半導体製造・検査
6961,エンプラス,半導体製造・検査
6954,ファナック,産業ロボ・FA
6952,カシオ計算機,事務機器
6951,日本電子,計測・制御
6947,図研,システム開発
6941,山一電機,半導体製造・検査
6925,ウシオ電機,半導体製造・検査
6923,スタンレー電気,自動車電装部品
6920,レーザーテック,半導体製造装置
6914,オプテックスグループ,計測・制御
6902,デンソー,自動車駆動部品
6875,メガチップス,半導体関連その他
6869,シスメックス,医療機器
6866,日置電機,計測機器
6861,キーエンス,計測・制御
6859,エスペック,計測機器
6857,アドバンテスト,半導体製造装置
6856,堀場製作所,計測・制御
6849,日本光電工業,医療機器
6845,アズビル,計測・制御
6841,横河電機,計測・制御
6807,日本航空電子工業,電子部品
6806,ヒロセ電機,電子部品
6804,ホシデン,電子部品
6800,ヨコオ,半導体製造・検査
6770,アルプスアルパイン,電子部品
6768,タムラ製作所,電子部品
6762,ＴＤＫ,電子部品
6758,ソニーグループ,デジタル
6755,富士通ゼネラル,電設・空調工事
6754,アンリツ,計測・制御
6753,シャープ,事務機器
6752,パナソニック ホールディングス,事務機器
6750,エレコム,ITサービス
6737,ＥＩＺＯ,オフィス・文具
6728,アルバック,半導体製造装置
6727,ワコム,光学機器
6724,セイコーエプソン,事務機器
6723,ルネサスエレクトロニクス,半導体製造・検査
6707,サンケン電気,工作機械
6703,沖電気工業,事務機器
6702,富士通,事務機器
6701,日本電気,事務機器
6674,ジーエス・ユアサ コーポレーション,工作機械
6652,ＩＤＥＣ,計測・制御
6651,日東工業,建築資材
6645,オムロン,産業ロボ・FA
6632,ＪＶＣケンウッド,自動車電装部品
6630,ヤーマン,衛生
6622,ダイヘン,電気機器
6594,ニデック,電子部品
6592,マブチモーター,自動車機能部品
6590,芝浦メカトロニクス,半導体製造装置
6588,東芝テック,事務機器
6586,マキタ,工作機械
6516,山洋電気,産業ロボ・FA
6508,明電舎,電気機器
6507,シンフォニアテクノロジー,半導体関連その他
6506,安川電機,産業ロボ・FA
6504,富士電機,電気機器
6503,三菱電機,電気機器
6501,日立製作所,電気機器
6498,キッツ,産機
6490,ＰＩＬＬＡＲ,半導体関連その他
6486,イーグル工業,自動車駆動部品
6481,ＴＨＫ,産業ロボ・FA
6479,ミネベアミツミ,電子部品
6474,不二越,工作機械
6473,ジェイテクト,工作機械
6472,ＮＴＮ,工作機械
6471,日本精工,工作機械
6465,ホシザキ,旅客（内需）
6463,ＴＰＲ,自動車駆動部品
6460,セガサミーホールディングス,遊戯機器
6457,グローリー,産機
6454,マックス,産機
6448,ブラザー工業,事務機器
6436,アマノ,ITサービス
6430,ダイコク電機,遊戯機器
6419,マースグループホールディングス,遊戯機器
6417,ＳＡＮＫＹＯ,遊戯機器
6412,平和,遊戯機器
6407,ＣＫＤ,産業ロボ・FA
6406,フジテック,産業素材
6395,タダノ,建機
6383,ダイフク,産業ロボ・FA
6376,日機装,化学素材
6371,椿本チエイン,産機
6370,栗田工業,建築資材
6368,オルガノ,建築資材
6367,ダイキン工業,住宅
6363,酉島製作所,産機
6361,荏原製作所,工作機械
6326,クボタ,建機
6315,ＴＯＷＡ,半導体製造装置
6305,日立建機,建機
6302,住友重機械工業,建機
6301,小松製作所,建機
6287,サトーホールディングス,産機
6284,日精エー・エス・ビー機械,産機
6278,ユニオンツール,半導体関連その他
6277,ホソカワミクロン,半導体関連その他
6273,ＳＭＣ,産業ロボ・FA
6269,三井海洋開発,商社
6268,ナブテスコ,産業ロボ・FA
6250,やまびこ,産機
6222,島精機製作所,工作機械
6201,豊田自動織機,自動車駆動部品
6146,ディスコ,半導体製造装置
6143,ソディック,工作機械
6141,ＤＭＧ森精機,工作機械
6140,旭ダイヤモンド工業,工作機械
6136,オーエスジー,工作機械
6135,牧野フライス製作所,工作機械
6118,アイダエンジニアリング,工作機械
6113,アマダ,工作機械
6104,芝浦機械,工作機械
6103,オークマ,工作機械
6101,ツガミ,産業ロボ・FA
6055,ジャパンマテリアル,半導体・電子材料
6013,タクマ,産機
6005,三浦工業,建築資材
5991,日本発條,自動車内外装部品
5988,パイオラックス,自動車内外装部品
5975,東プレ,自動車内外装部品
5949,ユニプレス,自動車内外装部品
5947,リンナイ,住宅
5943,ノーリツ,建築資材
5938,ＬＩＸＩＬ,住宅
5930,文化シヤッター,建築資材
5929,三和ホールディングス,建築資材
5911,横河ブリッジホールディングス,交通工事
5901,東洋製罐グループホールディングス,産業素材
5857,ＡＲＥホールディングス,半導体関連その他
5851,リョービ,自動車内外装部品
5844,京都フィナンシャルグループ,大規模地銀
5832,ちゅうぎんフィナンシャルグループ,中規模地銀
5831,しずおかフィナンシャルグループ,大規模地銀
5830,いよぎんホールディングス,中規模地銀
5805,ＳＷＣＣ,自動車電装部品
5803,フジクラ,自動車電装部品
5802,住友電気工業,自動車電装部品
5801,古河電気工業,自動車電装部品
5741,ＵＡＣＪ,非鉄金属
5727,東邦チタニウム,非鉄金属
5726,大阪チタニウムテクノロジーズ,非鉄金属
5714,ＤＯＷＡホールディングス,非鉄金属
5713,住友金属鉱山,非鉄金属
5711,三菱マテリアル,非鉄金属
5706,三井金属鉱業,非鉄金属
5703,日本軽金属ホールディングス,非鉄金属
5631,日本製鋼所,商社
5563,新日本電工,非鉄金属
5482,愛知製鋼,鉄鋼
5481,山陽特殊製鋼,鉄鋼
5480,日本冶金工業,鉄鋼
5471,大同特殊鋼,鉄鋼
5463,丸一鋼管,建築資材
5451,淀川製鋼所,非鉄製品
5445,東京鐵鋼,建築資材
5444,大和工業,商社
5440,共英製鋼,商社
5423,東京製鐵,鉄鋼
5411,ＪＦＥホールディングス,鉄鋼
5410,合同製鐵,商社
5408,中山製鋼所,非鉄製品
5406,神戸製鋼所,鉄鋼
5401,日本製鉄,鉄鋼
5393,ニチアス,化学素材
5384,フジミインコーポレーテッド,半導体・電子材料
5352,黒崎播磨,商社
5351,品川リフラクトリーズ,非鉄製品
5344,ＭＡＲＵＷＡ,半導体・電子材料
5334,日本特殊陶業,自動車駆動部品
5333,日本碍子,工作機械
5332,ＴＯＴＯ,住宅
5331,ノリタケ,化学素材
5310,東洋炭素,化学素材
5302,日本カーボン,基礎化学
5301,東海カーボン,基礎化学
5233,太平洋セメント,ガラス・土石
5232,住友大阪セメント,ガラス・土石
5214,日本電気硝子,ガラス・土石
5208,有沢製作所,半導体関連その他
5202,日本板硝子,ガラス・土石
5201,ＡＧＣ,ガラス・土石
5192,三ツ星ベルト,産機
5191,住友理工,自動車機能部品
5110,住友ゴム工業,自動車内外装部品
5108,ブリヂストン,自動車内外装部品
5105,ＴＯＹＯ ＴＩＲＥ,自動車内外装部品
5101,横浜ゴム,自動車内外装部品
5076,インフロニア・ホールディングス,大手ゼネコン
5021,コスモエネルギーホールディングス,石油
5020,ＥＮＥＯＳホールディングス,石油
5019,出光興産,石油
4996,クミアイ化学工業,化学素材
4985,アース製薬,衛生
4975,ＪＣＵ,化学素材
4974,タカラバイオ,衛生
4971,メック,半導体・電子材料
4967,小林製薬,化粧
4958,長谷川香料,食品（農産加工）
4928,ノエビアホールディングス,衛生
4927,ポーラ・オルビスホールディングス,化粧
4922,コーセー,化粧
4919,ミルボン,化粧
4917,マンダム,化粧
4912,ライオン,化粧
4911,資生堂,化粧
4902,コニカミノルタ,事務機器
4901,富士フイルムホールディングス,計測・制御
4887,サワイグループホールディングス,中堅医薬品
4825,ウェザーニューズ,ITサービス
4812,電通総研,ITソリューション
4776,サイボウズ,ITソリューション
4768,大塚商会,業務ソフト
4751,サイバーエージェント,webサービス
4733,オービックビジネスコンサルタント,業務ソフト
4732,ユー・エス・エス,物流・自動車販売
4722,フューチャー,システム開発
4716,日本オラクル,業務ソフト
4704,トレンドマイクロ,ITインフラ
4694,ビー・エム・エル,中堅医薬品
4689,ＬＩＮＥヤフー,webサービス
4684,オービック,業務ソフト
4681,リゾートトラスト,旅客（外需）
4680,ラウンドワン,デジタル
4676,フジ・メディア・ホールディングス,メディア
4666,パーク２４,旅客（外需）
4665,ダスキン,オフィス・文具
4661,オリエンタルランド,旅客（内需）
4634,ａｒｔｉｅｎｃｅ,化学素材
4633,サカタインクス,化学素材
4631,ＤＩＣ,化学素材
4626,太陽ホールディングス,半導体・電子材料
4617,中国塗料,化学素材
4613,関西ペイント,機能性材料
4612,日本ペイントホールディングス,機能性材料
4578,大塚ホールディングス,大手医薬品
4569,杏林製薬,中堅医薬品
4568,第一三共,大手医薬品
4565,ネクセラファーマ,中堅医薬品
4559,ゼリア新薬工業,中堅医薬品
4553,東和薬品,中堅医薬品
4549,栄研化学,衛生
4547,キッセイ薬品工業,中堅医薬品
4544,Ｈ．Ｕ．グループホールディングス,中堅医薬品
4543,テルモ,医療機器
4540,ツムラ,中堅医薬品
4536,参天製薬,大手医薬品
4534,持田製薬,中堅医薬品
4530,久光製薬,中堅医薬品
4528,小野薬品工業,大手医薬品
4527,ロート製薬,衛生
4523,エーザイ,大手医薬品
4521,科研製薬,中堅医薬品
4519,中外製薬,大手医薬品
4516,日本新薬,大手医薬品
4507,塩野義製薬,大手医薬品
4506,住友ファーマ,大手医薬品
4503,アステラス製薬,大手医薬品
4502,武田薬品工業,大手医薬品
4471,三洋化成工業,産機
4452,花王,化粧
4403,日油,機能性材料
4401,ＡＤＥＫＡ,化学素材
4324,電通グループ,広告・印刷
4307,野村総合研究所,業務ソフト
4290,プレステージ・インターナショナル,人材サービス
4272,日本化薬,産業素材
4216,旭有機材,産機
4212,積水樹脂,化学素材
4208,ＵＢＥ,基礎化学
4206,アイカ工業,建築資材
4205,日本ゼオン,産業素材
4204,積水化学工業,住宅
4203,住友ベークライト,半導体・電子材料
4202,ダイセル,基礎化学
4188,三菱ケミカルグループ,基礎化学
4187,大阪有機化学工業,半導体・電子材料
4186,東京応化工業,半導体・電子材料
4183,三井化学,基礎化学
4182,三菱瓦斯化学,基礎化学
4151,協和キリン,大手医薬品
4118,カネカ,基礎化学
4114,日本触媒,化学素材
4109,ステラ ケミファ,半導体関連その他
4095,日本パーカライジング,建築資材
4091,日本酸素ホールディングス,機能性材料
4088,エア・ウォーター,機能性材料
4078,堺化学工業,化学素材
4063,信越化学工業,半導体・電子材料
4062,イビデン,半導体製造・検査
4061,デンカ,基礎化学
4047,関東電化工業,基礎化学
4046,大阪ソーダ,化学素材
4045,東亞合成,化学素材
4044,セントラル硝子,半導体関連その他
4043,トクヤマ,基礎化学
4042,東ソー,基礎化学
4041,日本曹達,産業素材
4028,石原産業,基礎化学
4023,クレハ,化学素材
4021,日産化学,産業素材
4008,住友精化,化学素材
4005,住友化学,基礎化学
4004,レゾナック・ホールディングス,基礎化学
3941,レンゴー,製紙
3880,大王製紙,製紙
3865,北越コーポレーション,製紙
3863,日本製紙,製紙
3861,王子ホールディングス,製紙
3844,コムチュア,ITソリューション
3778,さくらインターネット,ITインフラ
3774,インターネットイニシアティブ,ITインフラ
3769,ＧＭＯペイメントゲートウェイ,ITサービス
3762,テクマトリックス,ITインフラ
3673,ブロードリーフ,システム開発
3668,コロプラ,デジタル
3661,エムアップホールディングス,ITサービス
3660,アイスタイル,ITサービス
3659,ネクソン,ゲームソフト
3636,三菱総合研究所,システム開発
3635,コーエーテクモホールディングス,ゲームソフト
3632,グリーホールディングス,webサービス
3626,ＴＩＳ,ITソリューション
3608,ＴＳＩホールディングス,スポーツ・下着
3593,ホギメディカル,衛生
3591,ワコールホールディングス,スポーツ・下着
3569,セーレン,産機
3436,ＳＵＭＣＯ,半導体製造・検査
3433,トーカロ,半導体関連その他
3431,宮地エンジニアリンググループ,交通工事
3407,旭化成,基礎化学
3405,クラレ,機能性材料
3402,東レ,機能性材料
3401,帝人,機能性材料
3397,トリドールホールディングス,外食
3391,ツルハホールディングス,ドラッグストア
3387,クリエイト・レストランツ・ホールディングス,外食
3382,セブン＆アイ・ホールディングス,総合スーパー
3360,シップヘルスケアホールディングス,医薬品卸
3349,コスモス薬品,ドラッグストア
3291,飯田グループホールディングス,住宅
3289,東急不動産ホールディングス,不動産
3254,プレサンスコーポレーション,住宅
3231,野村不動産ホールディングス,不動産
3201,日本毛織,化学素材
3182,オイシックス・ラ・大地,その他量販店
3167,ＴＯＫＡＩホールディングス,ＴＯＫＡＩホールディングス
3148,クリエイトＳＤホールディングス,食品スーパー
3141,ウエルシアホールディングス,ドラッグストア
3116,トヨタ紡織,自動車内外装部品
3110,日東紡績,産業素材
3107,ダイワボウホールディングス,事務機器
3105,日清紡ホールディングス,工作機械
3101,東洋紡,産業素材
3099,三越伊勢丹ホールディングス,百貨店
3097,物語コーポレーション,外食
3092,ＺＯＺＯ,webサービス
3091,ブロンコビリー,外食
3088,マツキヨココカラ＆カンパニー,ドラッグストア
3087,ドトール・日レスホールディングス,外食
3086,Ｊ．フロント リテイリング,百貨店
3076,あい ホールディングス,産機
3064,ＭｏｎｏｔａＲＯ,ITサービス
3050,ＤＣＭホールディングス,その他量販店
3048,ビックカメラ,家電量販店
3036,アルコニックス,商社
3034,クオールホールディングス,食品スーパー
3028,アルペン,その他量販店
3003,ヒューリック,不動産
3002,グンゼ,スポーツ・下着
2931,ユーグレナ,衛生
2918,わらべや日洋ホールディングス,食品（農産加工）
2914,日本たばこ産業,酒・たばこ
2910,ロック・フィールド,食品（農産加工）
2897,日清食品ホールディングス,食品（その他）
2875,東洋水産,食品（その他）
2871,ニチレイ,食品（海外比率高）
2815,アリアケジャパン,食品（その他）
2811,カゴメ,食品（農産加工）
2810,ハウス食品グループ本社,食品（その他）
2809,キユーピー,食品（その他）
2802,味の素,食品（海外比率高）
2801,キッコーマン,食品（海外比率高）
2791,大黒天物産,食品スーパー
2784,アルフレッサ ホールディングス,医薬品卸
2768,双日,商社
2760,東京エレクトロン デバイス,半導体関連その他
2749,ＪＰホールディングス,衛生
2733,あらた,衛生
2730,エディオン,家電量販店
2726,パルグループホールディングス,アパレル
2695,くら寿司,外食
2685,アダストリア,アパレル
2681,ゲオホールディングス,その他量販店
2678,アスクル,ITサービス
2670,エービーシー・マート,アパレル
2664,カワチ薬品,食品スーパー
2659,サンエー,食品スーパー
2607,不二製油グループ本社,食品（農産加工）
2602,日清オイリオグループ,食品（農産加工）
2593,伊藤園,食品（農産加工）
2590,ダイドーグループホールディングス,食品（農産加工）
2579,コカ・コーラ ボトラーズジャパンホールディングス,酒・たばこ
2531,宝ホールディングス,食品（海外比率高）
2503,キリンホールディングス,酒・たばこ
2502,アサヒグループホールディングス,酒・たばこ
2501,サッポロホールディングス,酒・たばこ
2492,インフォマート,ITサービス
2433,博報堂ＤＹホールディングス,広告・印刷
2432,ディー・エヌ・エー,webサービス
2413,エムスリー,ITサービス
2384,ＳＢＳホールディングス,物流・自動車販売
2379,ディップ,人材サービス
2371,カカクコム,ITサービス
2353,日本駐車場開発,旅客（内需）
2331,綜合警備保障,住宅
2327,日鉄ソリューションズ,ITソリューション
2326,デジタルアーツ,ITインフラ
2317,システナ,業務ソフト
2292,Ｓ Ｆｏｏｄｓ,食品（農産加工）
2282,日本ハム,食品（海外比率高）
2281,プリマハム,食品（農産加工）
2270,雪印メグミルク,食品（その他）
2269,明治ホールディングス,食品（その他）
2267,ヤクルト本社,食品（その他）
2264,森永乳業,食品（その他）
2229,カルビー,食品（その他）
2220,亀田製菓,食品（農産加工）
2212,山崎製パン,食品（その他）
2206,江崎グリコ,食品（その他）
2201,森永製菓,食品（その他）
2181,パーソルホールディングス,人材サービス
